Count of Customer.ID,Column Labels,,,,
LO-71702,-$955.31,,,,
Lori Olson,-$955.31,,,,
LP-170801,-$75.97,,,,
Liz Pelletier,-$75.97,,,,
LP-170802,$89.47,,,,
Liz Pelletier,$89.47,,,,
LP-170803,-$386.21,,,,
Liz Pelletier,-$386.21,,,,
LP-170804,$110.78,,,,
Liz Pelletier,$110.78,,,,
LP-170951,$648.65,,,,
Liz Preis,$648.65,,,,
LP-170952,$164.17,,,,
Liz Preis,$164.17,,,,
LP-170953,$852.07,,,,
Liz Preis,$852.07,,,,
LP-170954,$338.45,,,,
Liz Preis,$338.45,,,,
LP-70801,$73.20,,,,
Liz Pelletier,$73.20,,,,
LP-70802,-$76.84,,,,
Liz Pelletier,-$76.84,,,,
LP-70951,$0.42,,,,
Liz Preis,$0.42,,,,
LP-70952,$61.32,,,,
Liz Preis,$61.32,,,,
LP-70953,$57.63,,,,
Liz Preis,$57.63,,,,
LR-169151,"$1,650.12",,,,
Lena Radford,"$1,650.12",,,,
LR-169152,"$1,143.37",,,,
Lena Radford,"$1,143.37",,,,
LR-169153,$275.50,,,,
Lena Radford,$275.50,,,,
LR-169154,$535.48,,,,
Lena Radford,$535.48,,,,
LR-170351,$541.84,,,,
Lisa Ryan,$541.84,,,,
LR-170352,"$1,231.88",,,,
Lisa Ryan,"$1,231.88",,,,
LR-170353,$774.78,,,,
Lisa Ryan,$774.78,,,,
LR-170354,-$382.81,,,,
Lisa Ryan,-$382.81,,,,
LR-69151,$11.85,,,,
Lena Radford,$11.85,,,,
LR-69152,-$244.60,,,,
Lena Radford,-$244.60,,,,
LR-70351,$189.63,,,,
Lisa Ryan,$189.63,,,,
LR-70352,$93.81,,,,
Lisa Ryan,$93.81,,,,
LS-169451,-$40.60,,,,
Linda Southworth,-$40.60,,,,
LS-169452,$48.34,,,,
Linda Southworth,$48.34,,,,
LS-169453,$224.52,,,,
Linda Southworth,$224.52,,,,
LS-169454,-$318.77,,,,
Linda Southworth,-$318.77,,,,
LS-169751,$658.02,,,,
Lindsay Shagiari,$658.02,,,,
LS-169752,$53.73,,,,
Lindsay Shagiari,$53.73,,,,
LS-169753,$763.49,,,,
Lindsay Shagiari,$763.49,,,,
LS-169754,$262.64,,,,
Lindsay Shagiari,$262.64,,,,
LS-172001,$550.17,,,,
Luke Schmidt,$550.17,,,,
LS-172002,-$197.81,,,,
Luke Schmidt,-$197.81,,,,
LS-172003,"$1,159.89",,,,
Luke Schmidt,"$1,159.89",,,,
LS-172004,$244.20,,,,
Luke Schmidt,$244.20,,,,
LS-172301,"$1,090.65",,,,
Lycoris Saunders,"$1,090.65",,,,
LS-172302,$440.39,,,,
Lycoris Saunders,$440.39,,,,
LS-172303,$376.46,,,,
Lycoris Saunders,$376.46,,,,
LS-172304,$39.20,,,,
Lycoris Saunders,$39.20,,,,
LS-172451,$824.92,,,,
Lynn Smith,$824.92,,,,
LS-172452,$164.74,,,,
Lynn Smith,$164.74,,,,
LS-172453,$540.16,,,,
Lynn Smith,$540.16,,,,
LS-172454,$348.36,,,,
Lynn Smith,$348.36,,,,
LS-69451,$474.83,,,,
Linda Southworth,$474.83,,,,
LS-69452,$9.33,,,,
Linda Southworth,$9.33,,,,
LS-69453,-$465.50,,,,
Linda Southworth,-$465.50,,,,
LS-69751,-$10.84,,,,
Lindsay Shagiari,-$10.84,,,,
LS-69752,$100.74,,,,
Lindsay Shagiari,$100.74,,,,
LS-69753,-$49.70,,,,
Lindsay Shagiari,-$49.70,,,,
LS-72001,-$102.47,,,,
Luke Schmidt,-$102.47,,,,
LS-72301,$43.04,,,,
Lycoris Saunders,$43.04,,,,
LS-72302,-$612.33,,,,
Lycoris Saunders,-$612.33,,,,
LS-72451,-$386.35,,,,
Lynn Smith,-$386.35,,,,
LS-72452,$6.30,,,,
Lynn Smith,$6.30,,,,
LT-167651,$904.96,,,,
Larry Tron,$904.96,,,,
LT-167652,"$1,701.33",,,,
Larry Tron,"$1,701.33",,,,
LT-167653,"$1,283.34",,,,
Larry Tron,"$1,283.34",,,,
LT-167654,$59.04,,,,
Larry Tron,$59.04,,,,
LT-171101,$504.31,,,,
Liz Thompson,$504.31,,,,
LT-171102,$275.15,,,,
Liz Thompson,$275.15,,,,
LT-171103,$281.86,,,,
Liz Thompson,$281.86,,,,
LT-171104,$320.97,,,,
Liz Thompson,$320.97,,,,
LT-67651,$259.56,,,,
Larry Tron,$259.56,,,,
LT-67652,$1.44,,,,
Larry Tron,$1.44,,,,
LT-67653,$3.99,,,,
Larry Tron,$3.99,,,,
LT-71101,"$1,676.09",,,,
Liz Thompson,"$1,676.09",,,,
LT-71102,$88.05,,,,
Liz Thompson,$88.05,,,,
LW-168251,$489.52,,,,
Laurel Workman,$489.52,,,,
LW-168252,$383.70,,,,
Laurel Workman,$383.70,,,,
LW-168253,$76.21,,,,
Laurel Workman,$76.21,,,,
LW-168254,$32.58,,,,
Laurel Workman,$32.58,,,,
LW-169901,$367.18,,,,
Lindsay Williams,$367.18,,,,
LW-169902,$406.16,,,,
Lindsay Williams,$406.16,,,,
LW-169903,-$100.82,,,,
Lindsay Williams,-$100.82,,,,
LW-169904,$662.83,,,,
Lindsay Williams,$662.83,,,,
LW-171251,-$176.19,,,,
Liz Willingham,-$176.19,,,,
LW-171252,$120.56,,,,
Liz Willingham,$120.56,,,,
LW-171253,$381.05,,,,
Liz Willingham,$381.05,,,,
LW-171254,$192.63,,,,
Liz Willingham,$192.63,,,,
LW-172151,-$296.61,,,,
Luke Weiss,-$296.61,,,,
LW-172152,$30.93,,,,
Luke Weiss,$30.93,,,,
LW-172153,$423.00,,,,
Luke Weiss,$423.00,,,,
LW-172154,$837.24,,,,
Luke Weiss,$837.24,,,,
LW-68251,$79.66,,,,
Laurel Workman,$79.66,,,,
LW-68252,$87.13,,,,
Laurel Workman,$87.13,,,,
LW-69901,$18.57,,,,
Lindsay Williams,$18.57,,,,
LW-69902,$133.01,,,,
Lindsay Williams,$133.01,,,,
LW-71251,$714.98,,,,
Liz Willingham,$714.98,,,,
LW-71252,$167.02,,,,
Liz Willingham,$167.02,,,,
LW-72151,-$341.38,,,,
Luke Weiss,-$341.38,,,,
LW-72152,$91.44,,,,
Luke Weiss,$91.44,,,,
LW-72153,$104.76,,,,
Luke Weiss,$104.76,,,,
MA-175601,$52.09,,,,
Matt Abelman,$52.09,,,,
MA-175602,-$574.95,,,,
Matt Abelman,-$574.95,,,,
MA-175603,$66.71,,,,
Matt Abelman,$66.71,,,,
MA-175604,"$1,240.23",,,,
Matt Abelman,"$1,240.23",,,,
MA-179951,$830.79,,,,
Michelle Arnett,$830.79,,,,
MA-179952,$259.33,,,,
Michelle Arnett,$259.33,,,,
MA-179953,-$481.58,,,,
Michelle Arnett,-$481.58,,,,
MA-179954,$280.78,,,,
Michelle Arnett,$280.78,,,,
MA-75601,$79.59,,,,
Matt Abelman,$79.59,,,,
MA-75602,-$343.76,,,,
Matt Abelman,-$343.76,,,,
MA-79951,$429.23,,,,
Michelle Arnett,$429.23,,,,
MA-79952,$30.00,,,,
Michelle Arnett,$30.00,,,,
MA-79953,-$245.87,,,,
Michelle Arnett,-$245.87,,,,
MB-173051,"$1,895.59",,,,
Maria Bertelson,"$1,895.59",,,,
MB-173052,$756.90,,,,
Maria Bertelson,$756.90,,,,
MB-173053,$616.49,,,,
Maria Bertelson,$616.49,,,,
MB-173054,$212.43,,,,
Maria Bertelson,$212.43,,,,
MB-180851,"$1,191.72",,,,
Mick Brown,"$1,191.72",,,,
MB-180852,$224.77,,,,
Mick Brown,$224.77,,,,
MB-180853,$702.00,,,,
Mick Brown,$702.00,,,,
MB-180854,$117.81,,,,
Mick Brown,$117.81,,,,
MB-73051,"$1,055.43",,,,
Maria Bertelson,"$1,055.43",,,,
MB-73052,$85.51,,,,
Maria Bertelson,$85.51,,,,
MB-80851,-$99.11,,,,
Mick Brown,-$99.11,,,,
MB-80852,$458.77,,,,
Mick Brown,$458.77,,,,
MC-172751,-$25.74,,,,
Marc Crier,-$25.74,,,,
MC-172752,$95.61,,,,
Marc Crier,$95.61,,,,
MC-172753,$932.21,,,,
Marc Crier,$932.21,,,,
MC-172754,$461.00,,,,
Marc Crier,$461.00,,,,
MC-174251,$947.08,,,,
Mark Cousins,$947.08,,,,
MC-174252,$119.47,,,,
Mark Cousins,$119.47,,,,
MC-174253,"$1,111.62",,,,
Mark Cousins,"$1,111.62",,,,
MC-174254,"$1,802.39",,,,
Mark Cousins,"$1,802.39",,,,
MC-175751,$30.23,,,,
Matt Collins,$30.23,,,,
MC-175752,$595.91,,,,
Matt Collins,$595.91,,,,
MC-175753,$129.14,,,,
Matt Collins,$129.14,,,,
MC-175754,$210.75,,,,
Matt Collins,$210.75,,,,
MC-175901,$341.25,,,,
Matt Collister,$341.25,,,,
MC-175902,$349.95,,,,
Matt Collister,$349.95,,,,
MC-175903,$357.42,,,,
Matt Collister,$357.42,,,,
MC-175904,$288.98,,,,
Matt Collister,$288.98,,,,
MC-176051,-$243.60,,,,
Matt Connell,-$243.60,,,,
MC-176052,$906.51,,,,
Matt Connell,$906.51,,,,
MC-176053,$437.93,,,,
Matt Connell,$437.93,,,,
MC-176054,$195.45,,,,
Matt Connell,$195.45,,,,
MC-176351,"$1,329.56",,,,
Matthew Clasen,"$1,329.56",,,,
MC-176352,$330.00,,,,
Matthew Clasen,$330.00,,,,
MC-176353,"$2,117.88",,,,
Matthew Clasen,"$2,117.88",,,,
MC-176354,-$247.94,,,,
Matthew Clasen,-$247.94,,,,
MC-178451,-$124.13,,,,
Michael Chen,-$124.13,,,,
MC-178452,$120.59,,,,
Michael Chen,$120.59,,,,
MC-178453,$369.43,,,,
Michael Chen,$369.43,,,,
MC-178454,$698.42,,,,
Michael Chen,$698.42,,,,
MC-181001,-$842.03,,,,
Mick Crebagga,-$842.03,,,,
MC-181002,$641.02,,,,
Mick Crebagga,$641.02,,,,
MC-181003,$395.89,,,,
Mick Crebagga,$395.89,,,,
MC-181004,-$64.17,,,,
Mick Crebagga,-$64.17,,,,
MC-181301,$131.03,,,,
Mike Caudle,$131.03,,,,
MC-181302,$681.35,,,,
Mike Caudle,$681.35,,,,
MC-181303,-$216.97,,,,
Mike Caudle,-$216.97,,,,
MC-181304,$121.76,,,,
Mike Caudle,$121.76,,,,
MC-72751,$44.67,,,,
Marc Crier,$44.67,,,,
MC-72752,$605.73,,,,
Marc Crier,$605.73,,,,
MC-74251,"-$1,144.84",,,,
Mark Cousins,"-$1,144.84",,,,
MC-74252,$15.54,,,,
Mark Cousins,$15.54,,,,
MC-75751,-$13.32,,,,
Matt Collins,-$13.32,,,,
MC-75752,$796.64,,,,
Matt Collins,$796.64,,,,
MC-75901,$82.29,,,,
Matt Collister,$82.29,,,,
MC-75902,$487.29,,,,
Matt Collister,$487.29,,,,
MC-76051,$3.63,,,,
Matt Connell,$3.63,,,,
MC-76052,$67.05,,,,
Matt Connell,$67.05,,,,
MC-76351,$105.54,,,,
Matthew Clasen,$105.54,,,,
MC-76352,$8.26,,,,
Matthew Clasen,$8.26,,,,
MC-78451,$50.13,,,,
Michael Chen,$50.13,,,,
MC-78452,$98.57,,,,
Michael Chen,$98.57,,,,
MC-81001,$205.44,,,,
Mick Crebagga,$205.44,,,,
MC-81301,-$66.15,,,,
Mike Caudle,-$66.15,,,,
MC-81302,$145.62,,,,
Mike Caudle,$145.62,,,,
MD-173501,-$543.55,,,,
Maribeth Dona,-$543.55,,,,
MD-173502,$95.79,,,,
Maribeth Dona,$95.79,,,,
MD-173503,"$1,730.67",,,,
Maribeth Dona,"$1,730.67",,,,
MD-173504,-$241.95,,,,
Maribeth Dona,-$241.95,,,,
MD-178601,"$1,235.56",,,,
Michael Dominguez,"$1,235.56",,,,
MD-178602,$436.82,,,,
Michael Dominguez,$436.82,,,,
MD-178603,-$72.02,,,,
Michael Dominguez,-$72.02,,,,
MD-178604,-$4.04,,,,
Michael Dominguez,-$4.04,,,,
MD-73501,$121.11,,,,
Maribeth Dona,$121.11,,,,
MD-73502,$13.20,,,,
Maribeth Dona,$13.20,,,,
MD-73503,$55.37,,,,
Maribeth Dona,$55.37,,,,
MD-78601,"$2,176.09",,,,
Michael Dominguez,"$2,176.09",,,,
ME-173201,$629.13,,,,
Maria Etezadi,$629.13,,,,
ME-173202,$921.85,,,,
Maria Etezadi,$921.85,,,,
ME-173203,-$50.79,,,,
Maria Etezadi,-$50.79,,,,
ME-173204,"$1,859.47",,,,
Maria Etezadi,"$1,859.47",,,,
ME-177251,$118.01,,,,
Max Engle,$118.01,,,,
ME-177252,$151.52,,,,
Max Engle,$151.52,,,,
ME-177253,-$23.86,,,,
Max Engle,-$23.86,,,,
ME-177254,$77.81,,,,
Max Engle,$77.81,,,,
ME-180101,$290.15,,,,
Michelle Ellison,$290.15,,,,
ME-180102,$116.18,,,,
Michelle Ellison,$116.18,,,,
ME-180103,$125.63,,,,
Michelle Ellison,$125.63,,,,
ME-180104,$107.36,,,,
Michelle Ellison,$107.36,,,,
ME-73201,-$170.68,,,,
Maria Etezadi,-$170.68,,,,
ME-73202,$229.59,,,,
Maria Etezadi,$229.59,,,,
ME-77251,-$89.57,,,,
Max Engle,-$89.57,,,,
ME-77252,$53.07,,,,
Max Engle,$53.07,,,,
ME-77253,$386.28,,,,
Max Engle,$386.28,,,,
ME-80101,$15.90,,,,
Michelle Ellison,$15.90,,,,
MF-176651,$369.32,,,,
Maureen Fritzler,$369.32,,,,
MF-176652,$955.35,,,,
Maureen Fritzler,$955.35,,,,
MF-176653,$434.32,,,,
Maureen Fritzler,$434.32,,,,
MF-176654,-$341.53,,,,
Maureen Fritzler,-$341.53,,,,
MF-182501,$100.13,,,,
Monica Federle,$100.13,,,,
MF-182502,"$1,444.28",,,,
Monica Federle,"$1,444.28",,,,
MF-182503,$271.14,,,,
Monica Federle,$271.14,,,,
MF-182504,$456.86,,,,
Monica Federle,$456.86,,,,
MF-76651,$3.42,,,,
Maureen Fritzler,$3.42,,,,
MF-76652,$0.00,,,,
Maureen Fritzler,$0.00,,,,
MF-82501,$1.50,,,,
Monica Federle,$1.50,,,,
MF-82502,$299.43,,,,
Monica Federle,$299.43,,,,
MG-176501,"$1,043.84",,,,
Matthew Grinstein,"$1,043.84",,,,
MG-176502,$666.33,,,,
Matthew Grinstein,$666.33,,,,
MG-176503,$126.10,,,,
Matthew Grinstein,$126.10,,,,
MG-176504,$341.90,,,,
Matthew Grinstein,$341.90,,,,
MG-176801,"$1,144.68",,,,
Maureen Gastineau,"$1,144.68",,,,
MG-176802,-$119.33,,,,
Maureen Gastineau,-$119.33,,,,
MG-176803,-$158.81,,,,
Maureen Gastineau,-$158.81,,,,
MG-176804,$25.89,,,,
Maureen Gastineau,$25.89,,,,
MG-176951,"$1,905.59",,,,
Maureen Gnade,"$1,905.59",,,,
MG-176952,-$881.77,,,,
Maureen Gnade,-$881.77,,,,
MG-176953,$135.88,,,,
Maureen Gnade,$135.88,,,,
MG-176954,-$398.79,,,,
Maureen Gnade,-$398.79,,,,
MG-178751,$176.65,,,,
Michael Grace,$176.65,,,,
MG-178752,$77.09,,,,
Michael Grace,$77.09,,,,
MG-178753,$83.55,,,,
Michael Grace,$83.55,,,,
MG-178754,-$470.77,,,,
Michael Grace,-$470.77,,,,
MG-178901,-$559.27,,,,
Michael Granlund,-$559.27,,,,
MG-178902,$122.42,,,,
Michael Granlund,$122.42,,,,
MG-178903,-$712.18,,,,
Michael Granlund,-$712.18,,,,
MG-178904,$171.74,,,,
Michael Granlund,$171.74,,,,
MG-181451,"$1,048.01",,,,
Mike Gockenbach,"$1,048.01",,,,
MG-181452,"$3,144.44",,,,
Mike Gockenbach,"$3,144.44",,,,
MG-181453,$569.31,,,,
Mike Gockenbach,$569.31,,,,
MG-181454,-$93.60,,,,
Mike Gockenbach,-$93.60,,,,
MG-182051,"$1,107.67",,,,
Mitch Gastineau,"$1,107.67",,,,
MG-182052,$384.30,,,,
Mitch Gastineau,$384.30,,,,
MG-182053,$49.50,,,,
Mitch Gastineau,$49.50,,,,
MG-182054,-$1.25,,,,
Mitch Gastineau,-$1.25,,,,
MG-76501,$27.15,,,,
Matthew Grinstein,$27.15,,,,
MG-76801,$333.08,,,,
Maureen Gastineau,$333.08,,,,
MG-76802,-$484.32,,,,
Maureen Gastineau,-$484.32,,,,
MG-76951,$171.42,,,,
Maureen Gnade,$171.42,,,,
MG-76952,-$86.63,,,,
Maureen Gnade,-$86.63,,,,
MG-78751,$15.87,,,,
Michael Grace,$15.87,,,,
MG-78901,-$22.48,,,,
Michael Granlund,-$22.48,,,,
MG-81451,"$1,769.15",,,,
Mike Gockenbach,"$1,769.15",,,,
MG-81452,$21.36,,,,
Mike Gockenbach,$21.36,,,,
MG-82051,$467.04,,,,
Mitch Gastineau,$467.04,,,,
MG-82052,$5.43,,,,
Mitch Gastineau,$5.43,,,,
MG-82053,-$190.27,,,,
Mitch Gastineau,-$190.27,,,,
MH-172901,$655.25,,,,
Marc Harrigan,$655.25,,,,
MH-172902,$527.05,,,,
Marc Harrigan,$527.05,,,,
MH-172903,$739.55,,,,
Marc Harrigan,$739.55,,,,
MH-172904,$28.76,,,,
Marc Harrigan,$28.76,,,,
MH-174401,$266.31,,,,
Mark Haberlin,$266.31,,,,
MH-174402,$293.05,,,,
Mark Haberlin,$293.05,,,,
MH-174403,$150.65,,,,
Mark Haberlin,$150.65,,,,
MH-174404,$61.43,,,,
Mark Haberlin,$61.43,,,,
MH-174551,$584.18,,,,
Mark Hamilton,$584.18,,,,
MH-174552,$472.48,,,,
Mark Hamilton,$472.48,,,,
MH-174553,"-$1,385.54",,,,
Mark Hamilton,"-$1,385.54",,,,
MH-174554,$484.77,,,,
Mark Hamilton,$484.77,,,,
MH-176201,-$192.00,,,,
Matt Hagelstein,-$192.00,,,,
MH-176202,$398.51,,,,
Matt Hagelstein,$398.51,,,,
MH-176203,-$221.99,,,,
Matt Hagelstein,-$221.99,,,,
MH-176204,$122.36,,,,
Matt Hagelstein,$122.36,,,,
MH-177851,$744.42,,,,
Maya Herman,$744.42,,,,
MH-177852,$750.56,,,,
Maya Herman,$750.56,,,,
MH-177853,-$548.52,,,,
Maya Herman,-$548.52,,,,
MH-177854,$238.56,,,,
Maya Herman,$238.56,,,,
MH-180251,-$3.60,,,,
Michelle Huthwaite,-$3.60,,,,
MH-180252,$64.47,,,,
Michelle Huthwaite,$64.47,,,,
MH-180253,$473.16,,,,
Michelle Huthwaite,$473.16,,,,
MH-180254,$476.90,,,,
Michelle Huthwaite,$476.90,,,,
MH-181151,$659.79,,,,
Mick Hernandez,$659.79,,,,
MH-181152,$623.78,,,,
Mick Hernandez,$623.78,,,,
MH-181153,-$203.88,,,,
Mick Hernandez,-$203.88,,,,
MH-181154,$170.97,,,,
Mick Hernandez,$170.97,,,,
MH-72901,$365.40,,,,
Marc Harrigan,$365.40,,,,
MH-74401,$656.25,,,,
Mark Haberlin,$656.25,,,,
MH-74402,$39.03,,,,
Mark Haberlin,$39.03,,,,
MH-74403,$85.29,,,,
Mark Haberlin,$85.29,,,,
MH-74551,-$551.38,,,,
Mark Hamilton,-$551.38,,,,
MH-74552,$922.53,,,,
Mark Hamilton,$922.53,,,,
MH-76201,$132.99,,,,
Matt Hagelstein,$132.99,,,,
MH-76202,$38.88,,,,
Matt Hagelstein,$38.88,,,,
MH-76203,-$3.86,,,,
Matt Hagelstein,-$3.86,,,,
MH-77851,$259.85,,,,
Maya Herman,$259.85,,,,
MH-77852,$25.65,,,,
Maya Herman,$25.65,,,,
MH-80251,-$220.76,,,,
Michelle Huthwaite,-$220.76,,,,
MH-80252,$3.30,,,,
Michelle Huthwaite,$3.30,,,,
MH-80253,$67.70,,,,
Michelle Huthwaite,$67.70,,,,
MH-81151,$196.98,,,,
Mick Hernandez,$196.98,,,,
MH-81152,$40.54,,,,
Mick Hernandez,$40.54,,,,
MJ-177401,$543.19,,,,
Max Jones,$543.19,,,,
MJ-177402,$485.63,,,,
Max Jones,$485.63,,,,
MJ-177403,-$28.72,,,,
Max Jones,-$28.72,,,,
MJ-177404,"$1,054.55",,,,
Max Jones,"$1,054.55",,,,
MJ-77401,$429.24,,,,
Max Jones,$429.24,,,,
MJ-77402,-$46.27,,,,
Max Jones,-$46.27,,,,
MK-179051,$437.51,,,,
Michael Kennedy,$437.51,,,,
MK-179052,$411.23,,,,
Michael Kennedy,$411.23,,,,
MK-179053,-$582.58,,,,
Michael Kennedy,-$582.58,,,,
MK-179054,-$405.36,,,,
Michael Kennedy,-$405.36,,,,
MK-181601,$321.58,,,,
Mike Kennedy,$321.58,,,,
MK-181602,$14.77,,,,
Mike Kennedy,$14.77,,,,
MK-181603,-$246.62,,,,
Mike Kennedy,-$246.62,,,,
MK-181604,$227.83,,,,
Mike Kennedy,$227.83,,,,
MK-79051,-$236.34,,,,
Michael Kennedy,-$236.34,,,,
MK-79052,$21.06,,,,
Michael Kennedy,$21.06,,,,
MK-79053,$143.83,,,,
Michael Kennedy,$143.83,,,,
MK-81601,$336.78,,,,
Mike Kennedy,$336.78,,,,
MK-81602,$9.99,,,,
Mike Kennedy,$9.99,,,,
MK-81603,$94.27,,,,
Mike Kennedy,$94.27,,,,
ML-173951,$231.55,,,,
Marina Lichtenstein,$231.55,,,,
ML-173952,-$322.28,,,,
Marina Lichtenstein,-$322.28,,,,
ML-173953,$547.79,,,,
Marina Lichtenstein,$547.79,,,,
ML-173954,$684.92,,,,
Marina Lichtenstein,$684.92,,,,
ML-174101,$273.68,,,,
Maris LaWare,$273.68,,,,
ML-174102,-$67.97,,,,
Maris LaWare,-$67.97,,,,
ML-174103,"$1,209.06",,,,
Maris LaWare,"$1,209.06",,,,
ML-174104,-$76.18,,,,
Maris LaWare,-$76.18,,,,
ML-177551,-$17.56,,,,
Max Ludwig,-$17.56,,,,
ML-177552,"$1,062.81",,,,
Max Ludwig,"$1,062.81",,,,
ML-177553,$122.66,,,,
Max Ludwig,$122.66,,,,
ML-177554,$409.51,,,,
Max Ludwig,$409.51,,,,
ML-180401,$562.79,,,,
Michelle Lonsdale,$562.79,,,,
ML-180402,$919.75,,,,
Michelle Lonsdale,$919.75,,,,
ML-180403,$25.68,,,,
Michelle Lonsdale,$25.68,,,,
ML-180404,$138.72,,,,
Michelle Lonsdale,$138.72,,,,
ML-182651,"$1,250.94",,,,
Muhammed Lee,"$1,250.94",,,,
ML-182652,$731.18,,,,
Muhammed Lee,$731.18,,,,
ML-182653,$12.80,,,,
Muhammed Lee,$12.80,,,,
ML-182654,$42.66,,,,
Muhammed Lee,$42.66,,,,
ML-73951,$31.17,,,,
Marina Lichtenstein,$31.17,,,,
ML-73952,$111.09,,,,
Marina Lichtenstein,$111.09,,,,
ML-74101,-$184.45,,,,
Maris LaWare,-$184.45,,,,
ML-77551,$207.42,,,,
Max Ludwig,$207.42,,,,
ML-77552,$23.40,,,,
Max Ludwig,$23.40,,,,
ML-77553,$29.52,,,,
Max Ludwig,$29.52,,,,
ML-80401,$470.70,,,,
Michelle Lonsdale,$470.70,,,,
ML-80402,$10.92,,,,
Michelle Lonsdale,$10.92,,,,
ML-80403,-$165.71,,,,
Michelle Lonsdale,-$165.71,,,,
ML-82651,$322.22,,,,
Muhammed Lee,$322.22,,,,
ML-82652,-$45.44,,,,
Muhammed Lee,-$45.44,,,,
MM-172601,"$1,784.21",,,,
Magdelene Morse,"$1,784.21",,,,
MM-172602,$539.70,,,,
Magdelene Morse,$539.70,,,,
MM-172603,$658.00,,,,
Magdelene Morse,$658.00,,,,
MM-172604,$178.40,,,,
Magdelene Morse,$178.40,,,,
MM-179201,"$1,449.85",,,,
Michael Moore,"$1,449.85",,,,
MM-179202,-$508.48,,,,
Michael Moore,-$508.48,,,,
MM-179203,$800.72,,,,
Michael Moore,$800.72,,,,
MM-179204,$82.12,,,,
Michael Moore,$82.12,,,,
MM-180551,$0.30,,,,
Michelle Moray,$0.30,,,,
MM-180552,"$1,930.46",,,,
Michelle Moray,"$1,930.46",,,,
MM-180553,$490.87,,,,
Michelle Moray,$490.87,,,,
MM-180554,-$520.34,,,,
Michelle Moray,-$520.34,,,,
MM-182801,$502.57,,,,
Muhammed MacIntyre,$502.57,,,,
MM-182802,"$1,142.75",,,,
Muhammed MacIntyre,"$1,142.75",,,,
MM-182803,$172.86,,,,
Muhammed MacIntyre,$172.86,,,,
MM-182804,$58.89,,,,
Muhammed MacIntyre,$58.89,,,,
MM-72601,$6.81,,,,
Magdelene Morse,$6.81,,,,
MM-72602,$3.12,,,,
Magdelene Morse,$3.12,,,,
MM-72603,"$1,210.49",,,,
Magdelene Morse,"$1,210.49",,,,
MM-79201,$192.69,,,,
Michael Moore,$192.69,,,,
MM-79202,$42.00,,,,
Michael Moore,$42.00,,,,
MM-80551,$66.52,,,,
Michelle Moray,$66.52,,,,
MM-80552,-$705.02,,,,
Michelle Moray,-$705.02,,,,
MM-82801,-$574.25,,,,
Muhammed MacIntyre,-$574.25,,,,
MM-82802,$863.64,,,,
Muhammed MacIntyre,$863.64,,,,
MN-179351,$727.22,,,,
Michael Nguyen,$727.22,,,,
MN-179352,$86.59,,,,
Michael Nguyen,$86.59,,,,
MN-179353,$412.52,,,,
Michael Nguyen,$412.52,,,,
MN-179354,$290.82,,,,
Michael Nguyen,$290.82,,,,
MN-79351,-$23.03,,,,
Michael Nguyen,-$23.03,,,,
MN-79352,-$101.95,,,,
Michael Nguyen,-$101.95,,,,
MO-175001,$165.66,,,,
Mary O'Rourke,$165.66,,,,
MO-175002,$26.37,,,,
Mary O'Rourke,$26.37,,,,
MO-175003,$322.07,,,,
Mary O'Rourke,$322.07,,,,
MO-175004,$59.36,,,,
Mary O'Rourke,$59.36,,,,
MO-178001,"$2,126.94",,,,
Meg O'Connel,"$2,126.94",,,,
MO-178002,$100.59,,,,
Meg O'Connel,$100.59,,,,
MO-178003,$241.94,,,,
Meg O'Connel,$241.94,,,,
MO-178004,$169.34,,,,
Meg O'Connel,$169.34,,,,
MO-179501,$20.23,,,,
Michael Oakman,$20.23,,,,
MO-179502,$117.73,,,,
Michael Oakman,$117.73,,,,
MO-179503,-$21.82,,,,
Michael Oakman,-$21.82,,,,
MO-179504,-$82.01,,,,
Michael Oakman,-$82.01,,,,
MO-75001,$16.70,,,,
Mary O'Rourke,$16.70,,,,
MO-75002,-$71.15,,,,
Mary O'Rourke,-$71.15,,,,
MO-78001,$138.29,,,,
Meg O'Connel,$138.29,,,,
MO-78002,$326.98,,,,
Meg O'Connel,$326.98,,,,
MO-79501,$224.22,,,,
Michael Oakman,$224.22,,,,
MO-79502,$27.91,,,,
Michael Oakman,$27.91,,,,
MP-174701,-$305.95,,,,
Mark Packer,-$305.95,,,,
MP-174702,"$1,209.02",,,,
Mark Packer,"$1,209.02",,,,
MP-174703,$728.00,,,,
Mark Packer,$728.00,,,,
MP-174704,$600.29,,,,
Mark Packer,$600.29,,,,
MP-179651,-$194.20,,,,
Michael Paige,-$194.20,,,,
MP-179652,$196.72,,,,
Michael Paige,$196.72,,,,
MP-179653,$814.54,,,,
Michael Paige,$814.54,,,,
MP-179654,$638.16,,,,
Michael Paige,$638.16,,,,
MP-181751,-$526.38,,,,
Mike Pelletier,-$526.38,,,,
MP-181752,$178.72,,,,
Mike Pelletier,$178.72,,,,
MP-181753,$576.50,,,,
Mike Pelletier,$576.50,,,,
MP-181754,$226.45,,,,
Mike Pelletier,$226.45,,,,
MP-74701,-$58.38,,,,
Mark Packer,-$58.38,,,,
MP-79651,$82.53,,,,
Michael Paige,$82.53,,,,
MP-79652,$94.95,,,,
Michael Paige,$94.95,,,,
MP-81751,$227.67,,,,
Mike Pelletier,$227.67,,,,
MP-81752,-$150.37,,,,
Mike Pelletier,-$150.37,,,,
